Tên xe,Hãng xe,Dòng xe,Loại xe,Dung tích xe,Xuất xứ,Năm đăng ký,Chính sách bảo hành,Giá,Tên cửa hàng,Địa chỉ,Đánh giá,Đang bán,Đã bán
Yamaha FZ25 HQCN BSTP2019Tay côn/MotoMới36.000.000 đ2 tuần trước•Quận Bình Tân,Hãng xe:Yamaha,Dòng xe:FZ,Loại xe:Tay côn/Moto,Dung tích xe:Trên 175 cc,Xuất xứ:Ấn Độ,Năm đăng ký:2019,Chính sách bảo hành:Bảo hành hãng,36.000.000 đ,Gấu,"Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",5,2đang bán,1đã bán
Suzuki Xipo 1999 đỏ trắng mới 99%2024Tay côn/MotoMới24.000.000 đ2 tuần trước•Quận 3,Hãng xe:Suzuki,Dòng xe:Sport / Xipo,Loại xe:Tay côn/Moto,Dung tích xe:100 - 175 cc,Xuất xứ:Nước khác,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,24.000.000 đ,Hưng Phát,"Phường 3, Quận 3, Tp Hồ Chí Minh",,7đang bán,0đã bán
"Thanh lý kho, xe cup 50cc mới 100%2021Xe sốMới14.000.000 đ2 tuần trước•Quận Tân Phú",Hãng xe:Hãng khác,Dòng xe:Dòng khác,Loại xe:Xe số,Dung tích xe:50 - 100 cc,Xuất xứ:Trung Quốc,Năm đăng ký:2021,Chính sách bảo hành:Bảo hành hãng,14.000.000 đ,MrLinh,"Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",4,3đang bán,1đã bán
vespa 50cc bốc thăm trúng thưởng2024Tay gaMới21.800.000 đ2 tuần trước•Quận Tân Phú,Hãng xe:Victory,Dòng xe:Dòng khác,Loại xe:Tay ga,Dung tích xe:Dưới 50 cc,Xuất xứ:Đài Loan,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,21.800.000 đ,CỬA HÀNG XE MÁY PHƯỚC THỌ,"Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",4.8,58đang bán,486đã bán
Vario 125 trắng tím trả trước 7tr lấy xe2024Tay gaMới7.000.000 đ2 tuần trước•Huyện Nhà Bè,Hãng xe:Honda,Dòng xe:Vario,Loại xe:Tay ga,Dung tích xe:100 - 175 cc,Xuất xứ:Nước khác,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,7.000.000 đ,Thuỳ Trang,"Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh",5,5đang bán,0đã bán
Speed up yaz 125 mới 98%2024Tay côn/MotoMới28.000.000 đ2 tuần trước•Quận 3,Hãng xe:Yamaha,Dòng xe:YAZ,Loại xe:Tay côn/Moto,Dung tích xe:100 - 175 cc,Xuất xứ:Nước khác,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,28.000.000 đ,Hưng Phát,"Phường 3, Quận 3, Tp Hồ Chí Minh",,7đang bán,0đã bán
xe Vario 125 nhập khẩu indo2024Tay gaMới40.000.000 đ2 tuần trước•Huyện Củ Chi,Hãng xe:Honda,Dòng xe:Vario,Loại xe:Tay ga,Dung tích xe:100 - 175 cc,Xuất xứ:Nước khác,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,40.000.000 đ,Cửa hàng Xe Máy Nhập Khẩu Củ Chi,"Thị trấn Củ Chi, Huyện Củ Chi, Tp Hồ Chí Minh",,9đang bán,0đã bán
xe Vision bản 3D Đỏ Đen thời trang.2024Tay gaMới34.000.000 đ2 tuần trước•Huyện Củ Chi,Hãng xe:Honda,Dòng xe:Vision,Loại xe:Tay ga,Dung tích xe:100 - 175 cc,Xuất xứ:Việt Nam,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,34.000.000 đ,Cửa hàng Xe Máy Nhập Khẩu Củ Chi,"Thị trấn Củ Chi, Huyện Củ Chi, Tp Hồ Chí Minh",,9đang bán,0đã bán
Không tin xe ngon thì KB ZL gởi video cho xem🌺Siru2012Xe sốMới8.900.000 đ2 tuần trước•Quận 7,Hãng xe:Yamaha,Dòng xe:Sirius,Loại xe:Xe số,Dung tích xe:100 - 175 cc,Xuất xứ:Nhật Bản,Năm đăng ký:2012,Chính sách bảo hành:Bảo hành hãng,8.900.000 đ,Xe máy Trả Góp có bao nợ xấu,"Phường Tân Quy, Quận 7, Tp Hồ Chí Minh",,41đang bán,0đã bán
crea 50cc mới bao biển số bốc thăm trúng thưởng xe2024Tay gaMới22.800.000 đ2 tuần trước•Quận Tân Phú,Hãng xe:Hãng khác,Dòng xe:Dòng khác,Loại xe:Tay ga,Dung tích xe:Dưới 50 cc,Xuất xứ:Đài Loan,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,22.800.000 đ,CỬA HÀNG XE MÁY PHƯỚC THỌ,"Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",4.8,58đang bán,486đã bán
50cc Vera S siêu đẹp 💯 bốc thăm trúng thưởng xe2024Tay gaMới21.800.000 đ2 tuần trước•Quận Tân Phú,Hãng xe:Hãng khác,Dòng xe:Dòng khác,Loại xe:Tay ga,Dung tích xe:Dưới 50 cc,Xuất xứ:Nước khác,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,21.800.000 đ,CỬA HÀNG XE MÁY PHƯỚC THỌ,"Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",4.8,58đang bán,486đã bán
Crea 50cc bốc thăm trúng thưởng xe2024Tay gaMới20.000.000 đ2 tuần trước•Quận Tân Phú,Hãng xe:Victory,Dòng xe:Dòng khác,Loại xe:Tay ga,Dung tích xe:Dưới 50 cc,Xuất xứ:Nước khác,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,20.000.000 đ,CỬA HÀNG XE MÁY PHƯỚC THỌ,"Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",4.8,58đang bán,486đã bán
eciter 50cc Victoria bốc thăm trúng thưởng xe2024Xe sốMới18.500.000 đ3 tuần trước•Quận Tân Phú,Hãng xe:Victory,Dòng xe:Dòng khác,Loại xe:Xe số,Dung tích xe:Dưới 50 cc,Xuất xứ:Đài Loan,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,18.500.000 đ,CỬA HÀNG XE MÁY PHƯỚC THỌ,"Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",4.8,58đang bán,486đã bán
VESPA SPRINT S 150 ABS KÈM QUÀ TẶNG ĐỘC QUYỀN2024Tay gaMới97.800.000 đ3 tuần trước•Quận 3,Hãng xe:Piaggio,Dòng xe:Sprint,Loại xe:Tay ga,Dung tích xe:100 - 175 cc,Xuất xứ:Việt Nam,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,97.800.000 đ,VESPA TOPCOM OFFICIAL STORE,"Phường 5, Quận 3, Tp Hồ Chí Minh",5,36đang bán,2đã bán
VESPA SPRINT S 125 ABS MIỄN PHÍ NÂNG CẤP PHẦN MỀM2024Tay gaMới83.300.000 đ3 tuần trước•Quận 1,Hãng xe:Piaggio,Dòng xe:Sprint,Loại xe:Tay ga,Dung tích xe:100 - 175 cc,Xuất xứ:Việt Nam,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,83.300.000 đ,VESPA TOPCOM OFFICIAL STORE,"Phường Cô Giang, Quận 1, Tp Hồ Chí Minh",5,36đang bán,2đã bán
VESPA PRIMAVERA S 125 - HỖ TRỢ PHÍ CÀ THẺ CHO KH2024Tay gaMới80.000.000 đ3 tuần trước•Quận 3,Hãng xe:Piaggio,Dòng xe:Primavera,Loại xe:Tay ga,Dung tích xe:100 - 175 cc,Xuất xứ:Việt Nam,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,80.000.000 đ,VESPA TOPCOM OFFICIAL STORE,"Phường 12, Quận 3, Tp Hồ Chí Minh",5,36đang bán,2đã bán
VESPA PRIMAVERA S 125 RỬA XE MIỄN PHÍ2024Tay gaMới80.000.000 đ3 tuần trước•Quận 3,Hãng xe:Piaggio,Dòng xe:Primavera,Loại xe:Tay ga,Dung tích xe:100 - 175 cc,Xuất xứ:Việt Nam,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,80.000.000 đ,VESPA TOPCOM OFFICIAL STORE,"Phường 12, Quận 3, Tp Hồ Chí Minh",5,36đang bán,2đã bán
VESPA PRIMAVERA S 125 - MIỄN PHÍ RỬA XE TRỌN ĐỜI2024Tay gaMới80.000.000 đ3 tuần trước•Quận 1,Hãng xe:Piaggio,Dòng xe:Primavera,Loại xe:Tay ga,Dung tích xe:100 - 175 cc,Xuất xứ:Việt Nam,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,80.000.000 đ,VESPA TOPCOM OFFICIAL STORE,"Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh",5,36đang bán,2đã bán
Vepsa Vera’s 50cc bốc thăm trúng thưởng xe2024Tay gaMới21.800.000 đ3 tuần trước•Quận Tân Phú,Hãng xe:Hãng khác,Dòng xe:Dòng khác,Loại xe:Tay ga,Dung tích xe:Dưới 50 cc,Xuất xứ:Đài Loan,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,21.800.000 đ,CỬA HÀNG XE MÁY PHƯỚC THỌ,"Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",4.8,58đang bán,486đã bán
VESPA PRIMAVERA 125 - MIỄN PHÍ CỨU HỘ 1 NĂM2024Tay gaMới77.800.000 đ3 tuần trước•Quận 3,Hãng xe:Piaggio,Dòng xe:Primavera,Loại xe:Tay ga,Dung tích xe:100 - 175 cc,Xuất xứ:Việt Nam,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,77.800.000 đ,VESPA TOPCOM OFFICIAL STORE,"Phường 5, Quận 3, Tp Hồ Chí Minh",5,36đang bán,2đã bán
VESPA PRIMAVERA 125 - MIỄN PHÍ BẢO DƯỠNG 5000 KM2024Tay gaMới77.800.000 đ3 tuần trước•Quận 1,Hãng xe:Piaggio,Dòng xe:Primavera,Loại xe:Tay ga,Dung tích xe:100 - 175 cc,Xuất xứ:Việt Nam,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,77.800.000 đ,VESPA TOPCOM OFFICIAL STORE,"Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",5,36đang bán,2đã bán
VESPA SPRINT 125 ABS-TRẢ GÓP LÃI SUẤT 0% 12 THÁNG2024Tay gaMới83.300.000 đ3 tuần trước•Quận 3,Hãng xe:Piaggio,Dòng xe:Vespa,Loại xe:Tay ga,Dung tích xe:100 - 175 cc,Xuất xứ:Việt Nam,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,83.300.000 đ,VESPA TOPCOM OFFICIAL STORE,"Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh",5,36đang bán,2đã bán
VESPA SPRINT S 150 TFT - QUÀ TẶNG CHỢ TỐT2024Tay gaMới110.000.000 đ3 tuần trước•Quận 10,Hãng xe:Piaggio,Dòng xe:Vespa,Loại xe:Tay ga,Dung tích xe:100 - 175 cc,Xuất xứ:Việt Nam,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,110.000.000 đ,VESPA TOPCOM OFFICIAL STORE,"Phường 13, Quận 10, Tp Hồ Chí Minh",5,36đang bán,2đã bán
VESPA PRIMAVERA S 125 MIỄN PHÍ GIAO XE TẬN NHÀ2024Tay gaMới80.000.000 đ3 tuần trước•Quận 1,Hãng xe:Piaggio,Dòng xe:Vespa,Loại xe:Tay ga,Dung tích xe:100 - 175 cc,Xuất xứ:Việt Nam,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,80.000.000 đ,VESPA TOPCOM OFFICIAL STORE,"Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",5,36đang bán,2đã bán
VESPA PRIMAVERA 125 QUÀ TẶNG ĐỘC QUYỀN2024Tay gaMới77.800.000 đ3 tuần trước•Quận 4,Hãng xe:Piaggio,Dòng xe:Vespa,Loại xe:Tay ga,Dung tích xe:100 - 175 cc,Xuất xứ:Việt Nam,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,77.800.000 đ,VESPA TOPCOM OFFICIAL STORE,"Phường 15, Quận 4, Tp Hồ Chí Minh",5,36đang bán,2đã bán
VESPA SPRINT S 125 ABS NHẬN NGAY QUÀ TẶNG 800K2024Tay gaMới83.300.000 đ3 tuần trước•Quận Phú Nhuận,Hãng xe:Piaggio,Dòng xe:Vespa,Loại xe:Tay ga,Dung tích xe:100 - 175 cc,Xuất xứ:Việt Nam,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,83.300.000 đ,VESPA TOPCOM OFFICIAL STORE,"Phường 13, Quận Phú Nhuận, Tp Hồ Chí Minh",5,36đang bán,2đã bán
VESPA SPRINT S 150 ABS - TRẢ GÓP 0% LÃI SUẤT2024Tay gaMới97.800.000 đ3 tuần trước•Quận Bình Thạnh,Hãng xe:Piaggio,Dòng xe:Vespa,Loại xe:Tay ga,Dung tích xe:100 - 175 cc,Xuất xứ:Việt Nam,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,97.800.000 đ,VESPA TOPCOM OFFICIAL STORE,"Phường 6, Quận Bình Thạnh, Tp Hồ Chí Minh",5,36đang bán,2đã bán
VESPA SPRINT 125 ABS CÙNG BỘ QUÀ ĐỘC QUYỀN2024Tay gaMới83.300.000 đ3 tuần trước•Thành phố Thủ Đức,Hãng xe:Piaggio,Dòng xe:Vespa,Loại xe:Tay ga,Dung tích xe:100 - 175 cc,Xuất xứ:Việt Nam,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,83.300.000 đ,VESPA TOPCOM OFFICIAL STORE,"Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",5,36đang bán,2đã bán
PIAGGIO LIBERTY S 125 GÓP MỖI THÁNG CHỈ 2TR2024Tay gaMới57.700.000 đ3 tuần trước•Quận 1,Hãng xe:Piaggio,Dòng xe:Liberty,Loại xe:Tay ga,Dung tích xe:100 - 175 cc,Xuất xứ:Việt Nam,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,57.700.000 đ,VESPA TOPCOM OFFICIAL STORE,"Phường Cầu Kho, Quận 1, Tp Hồ Chí Minh",5,36đang bán,2đã bán
4PIAGGIO MEDLEY S 150 ABS NHẬN QUÀ TẶNG CHỢ TỐT2024Tay gaMới96.900.000 đ3 tuần trước•Quận 1VESPA TOPCOM OFFICIAL STORE5.02đã bán36đang bánBấm để hiện sốChat,Hãng xe:Piaggio,Dòng xe:Medley,Loại xe:Tay ga,Dung tích xe:100 - 175 cc,Xuất xứ:Việt Nam,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,96.900.000 đ,VESPA TOPCOM OFFICIAL STORE,"Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",5,36đang bán,2đã bán
VESPA PRIMAVERA 125 - COMBO QUÀ TẶNG ĐỘC QUYỀN2024Tay gaMới84.200.000 đ3 tuần trước•Quận 3,Hãng xe:Piaggio,Dòng xe:Vespa,Loại xe:Tay ga,Dung tích xe:100 - 175 cc,Xuất xứ:Nước khác,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,84.200.000 đ,VESPA TOPCOM OFFICIAL STORE,"Phường 5, Quận 3, Tp Hồ Chí Minh",5,36đang bán,2đã bán
Vepsa Vera’s 50cc bốc thăm trúng thưởng xe2024Tay gaMới21.800.000 đ3 tuần trước•Quận Tân Phú,Hãng xe:Hãng khác,Dòng xe:Dòng khác,Loại xe:Tay ga,Dung tích xe:Dưới 50 cc,Xuất xứ:Đài Loan,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,21.800.000 đ,CỬA HÀNG XE MÁY PHƯỚC THỌ,"Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",4.8,58đang bán,486đã bán
"Honda Vario | góp lãi 0,79% | Hỗ Trợ Vay Tiền Mặt2024Tay gaMới4.999.999 đ3 tuần trước•Quận 8",Hãng xe:Honda,Dòng xe:Vario,Loại xe:Tay ga,Dung tích xe:100 - 175 cc,Xuất xứ:Nước khác,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,4.999.999 đ,Hiếu Xe Trả Góp,"Phường 3, Quận 8, Tp Hồ Chí Minh",4.7,24đang bán,2đã bán
xe bán2021Xe sốMới7.500.000 đ3 tuần trước•Huyện Hóc Môn,Hãng xe:Honda,Dòng xe:Cub,Loại xe:Xe số,Dung tích xe:Dưới 50 cc,Xuất xứ:Nhật Bản,Năm đăng ký:2021,Chính sách bảo hành:Bảo hành hãng,7.500.000 đ,nguyễn triệu dương,"Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh",,4đang bán,1đã bán
Bán gấp xe Vision2016Tay gaMới25.000.000 đ3 tuần trước•Quận Bình Thạnh,Hãng xe:Honda,Dòng xe:Vision,Loại xe:Tay ga,Dung tích xe:100 - 175 cc,Xuất xứ:Nhật Bản,Năm đăng ký:2016,Chính sách bảo hành:Bảo hành hãng,25.000.000 đ,Lê Văn Hiệp,"Phường 21, Quận Bình Thạnh, Tp Hồ Chí Minh",,1đang bán,0đã bán
Xã Lỗ SH350i Biển SG Giá Từ 110 Triệu Xe Mới 99%2023Tay gaMới98.989.999 đ3 tuần trước•Quận Bình Tân,Hãng xe:Honda,Dòng xe:SH,Loại xe:Tay ga,Dung tích xe:Trên 175 cc,Xuất xứ:Thái Lan,Năm đăng ký:2023,Chính sách bảo hành:Bảo hành hãng,98.989.999 đ,Tâm Kha SH,"Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh",4.8,2đang bán,4đã bán
CB xe Ex 150 Fi đèn led 9 chủTuyệt đẹp2018Tay côn/MotoMới24.000.000 đ3 tuần trước•Thành phố Thủ Đức,Hãng xe:Yamaha,Dòng xe:Exciter,Loại xe:Tay côn/Moto,Dung tích xe:100 - 175 cc,Xuất xứ:Nhật Bản,Năm đăng ký:2018,Chính sách bảo hành:Bảo hành hãng,24.000.000 đ,Ngoc lai,"Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",5,2đang bán,1đã bán
Vawe 50cc Victoria bốc thăm trúng thưởng xe2024Xe sốMới15.300.000 đ3 tuần trước•Quận Tân Phú,Hãng xe:Victory,Dòng xe:Dòng khác,Loại xe:Xe số,Dung tích xe:Dưới 50 cc,Xuất xứ:Đài Loan,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,15.300.000 đ,CỬA HÀNG XE MÁY PHƯỚC THỌ,"Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",4.8,58đang bán,486đã bán
vawe 50cc Victoria bốc thăm trúng thưởng2024Xe sốMới15.300.000 đ3 tuần trước•Quận Tân Phú,Hãng xe:Victory,Dòng xe:Dòng khác,Loại xe:Xe số,Dung tích xe:Dưới 50 cc,Xuất xứ:Đài Loan,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,15.300.000 đ,CỬA HÀNG XE MÁY PHƯỚC THỌ,"Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",4.8,58đang bán,486đã bán
VESPA GTS SUPER SPORT 150 ABS COMBO QUÀ LIỀN TAY2024Tay gaMới137.000.000 đ3 tuần trước•Quận 3,Hãng xe:Piaggio,Dòng xe:GTS,Loại xe:Tay ga,Dung tích xe:100 - 175 cc,Xuất xứ:Việt Nam,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,137.000.000 đ,VESPA TOPCOM OFFICIAL STORE,"Phường 2, Quận 3, Tp Hồ Chí Minh",5,36đang bán,2đã bán
VESPA GTS 300 SUPER TECH ABS PHÍ TRẢ GÓP 0Đ2024Tay gaMới158.600.000 đ3 tuần trước•Quận 3,Hãng xe:Piaggio,Dòng xe:GTS,Loại xe:Tay ga,Dung tích xe:100 - 175 cc,Xuất xứ:Việt Nam,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,158.600.000 đ,VESPA TOPCOM OFFICIAL STORE,"Phường 2, Quận 3, Tp Hồ Chí Minh",5,36đang bán,2đã bán
VESPA GTS CLASSIC 150 ABS QUÀ TẶNG HẤP DẪN GIÁ TRỊ2024Tay gaMới126.500.000 đ3 tuần trước•Quận 10,Hãng xe:Piaggio,Dòng xe:GTS,Loại xe:Tay ga,Dung tích xe:100 - 175 cc,Xuất xứ:Việt Nam,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,126.500.000 đ,VESPA TOPCOM OFFICIAL STORE,"Phường 5, Quận 10, Tp Hồ Chí Minh",5,36đang bán,2đã bán
+36VESPA GTS 300 SUPER TECH ABS CÙNG BỘ QUÀ HẤP DẪN2024Tay gaMới158.600.000 đ3 tuần trước•Quận Phú NhuậnVESPA TOPCOM OFFICIAL STORE5.02đã bán36đang bánBấm để hiện sốChat,Hãng xe:Piaggio,Dòng xe:Vespa,Loại xe:Tay ga,Dung tích xe:Trên 175 cc,Xuất xứ:Việt Nam,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,158.600.000 đ,VESPA TOPCOM OFFICIAL STORE,"Phường 13, Quận Phú Nhuận, Tp Hồ Chí Minh",5,36đang bán,2đã bán
+36VESPA GTV 300 ABS HPE TẶNG NGAY BỘ QUÀ ĐỘC QUYỀN2024Tay gaMới159.800.000 đ3 tuần trước•Quận 3VESPA TOPCOM OFFICIAL STORE5.02đã bán36đang bánBấm để hiện sốChat,Hãng xe:Piaggio,Dòng xe:Vespa,Loại xe:Tay ga,Dung tích xe:Trên 175 cc,Xuất xứ:Việt Nam,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,159.800.000 đ,VESPA TOPCOM OFFICIAL STORE,"Phường 14, Quận 3, Tp Hồ Chí Minh",5,36đang bán,2đã bán
VESPA GTV 300  ABS HPE TRẢ GÓP TIỆN LỢI2024Tay gaMới159.800.000 đ3 tuần trước•Quận Phú Nhuận,Hãng xe:Piaggio,Dòng xe:Vespa,Loại xe:Tay ga,Dung tích xe:100 - 175 cc,Xuất xứ:Việt Nam,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,159.800.000 đ,VESPA TOPCOM OFFICIAL STORE,"Phường 15, Quận Phú Nhuận, Tp Hồ Chí Minh",5,36đang bán,2đã bán
Xe tay ga Scoopy 110 2024 trắng mới 100%2024Tay gaMới41.500.000 đ3 tuần trước•Quận 8,Hãng xe:Honda,Dòng xe:Scoopy,Loại xe:Tay ga,Dung tích xe:100 - 175 cc,Xuất xứ:Nhật Bản,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,41.500.000 đ,Ngô Khánh,"Phường 2, Quận 8, Tp Hồ Chí Minh",,2đang bán,1đã bán
Scoopy nhập INDONESIA mới 100% và xe cũ 3.000 km2024Tay gaMới38.500.000 đ3 tuần trước•Quận 10,Hãng xe:Honda,Dòng xe:Scoopy,Loại xe:Tay ga,Dung tích xe:100 - 175 cc,Xuất xứ:Nhật Bản,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,38.500.000 đ,Tiến,"Phường 4, Quận 10, Tp Hồ Chí Minh",5,6đang bán,21đã bán
SH35Oi Lướt Giá Chỉ Từ 110 Củ Biển Sài Gòn Mới 99%2023Tay gaMới68.688.668 đ3 tuần trước•Quận 11,Hãng xe:Honda,Dòng xe:SH,Loại xe:Tay ga,Dung tích xe:Trên 175 cc,Xuất xứ:Thái Lan,Năm đăng ký:2023,Chính sách bảo hành:Bảo hành hãng,68.688.668 đ,Tâm Kha SH,"Phường 9, Quận 11, Tp Hồ Chí Minh",4.8,2đang bán,4đã bán
Futue zin mới chính chu đang sử dụng chạy tốt2015Xe sốMới19.000.000 đ3 tuần trước•Quận Phú Nhuận,Hãng xe:Honda,Dòng xe:Future,Loại xe:Xe số,Dung tích xe:100 - 175 cc,Xuất xứ:Việt Nam,Năm đăng ký:2015,Chính sách bảo hành:Bảo hành hãng,19.000.000 đ,pham van vu,"Phường 8, Quận Phú Nhuận, Tp Hồ Chí Minh",,19đang bán,10đã bán
vespa 50cc bốc thăm trúng thưởng xe2024Tay gaMới21.500.000 đ4 tuần trước•Quận Tân Phú,Hãng xe:Detech,Dòng xe:Espero,Loại xe:Tay ga,Dung tích xe:Dưới 50 cc,Xuất xứ:Đài Loan,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,21.500.000 đ,CỬA HÀNG XE MÁY PHƯỚC THỌ,"Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",4.8,58đang bán,486đã bán
